person_age,loan_percent_income,loan_int_rate,person_home_ownership,person_income,loan_status
32,0.05,15.65,RENT,44004,1
30,0.04,10.99,RENT,52416,0
27,0.03,10.74,RENT,70000,0
30,0.17,7.14,OWN,30000,0
28,0.03,9.99,RENT,80000,0
28,0.2,13.98,MORTGAGE,30000,0
34,0.02,7.51,RENT,55000,0
27,0.14,18.25,RENT,15600,1
29,0.17,7.51,MORTGAGE,30000,0
28,0.13,8.49,RENT,18000,0
30,0.05,8.88,RENT,42000,0
27,0.05,10.99,RENT,48000,0
28,0.05,6.99,RENT,42000,1
33,0.4,7.14,MORTGAGE,30000,0
28,0.06,13.17,RENT,37152,0
30,0.06,8.59,RENT,39000,0
29,0.04,13.43,RENT,62000,1
32,0.04,11.83,RENT,60000,0
35,0.03,9.25,RENT,71004,0
34,0.15,10.99,MORTGAGE,30000,0
31,0.2,11.71,RENT,12000,1
28,0.2,12.68,RENT,12000,1
31,0.2,10.99,RENT,12252,1
27,0.13,10.65,RENT,18000,0
30,0.13,11.49,RENT,18000,0
34,0.13,14.79,RENT,18000,0
29,0.22,13.85,MORTGAGE,30000,0
29,0.05,10.25,MORTGAGE,30000,0
30,0.11,10.25,RENT,21360,0
31,0.11,8.49,RENT,22800,1
33,0.41,11.36,MORTGAGE,30000,0
30,0.17,10.99,MORTGAGE,30000,0
29,0.1,10.36,RENT,23520,0
34,0.1,13.11,RENT,24000,0
32,0.2,15.31,MORTGAGE,30000,0
33,0.08,9.91,RENT,30000,0
29,0.22,8.59,MORTGAGE,30000,0
28,0.08,9.25,RENT,30000,0
27,0.17,10.99,OWN,30000,0
31,0.08,13.47,RENT,30988,0
28,0.08,11.49,RENT,31000,0
30,0.08,16.49,RENT,31200,0
33,0.07,11.99,RENT,34000,0
31,0.07,12.21,RENT,34000,0
27,0.07,10.99,RENT,35000,0
30,0.08,17.93,RENT,29004,1
32,0.1,15.65,OWN,30000,0
27,0.08,17.49,RENT,30000,1
27,0.08,15.99,RENT,30069,1
28,0.06,7.66,RENT,37500,0
27,0.06,10.65,RENT,38400,0
30,0.06,10.99,RENT,39000,0
35,0.06,11.71,RENT,39800,0
31,0.06,10.99,RENT,39996,0
30,0.06,8.49,RENT,40000,0
30,0.07,15.57,RENT,34000,1
34,0.06,9.32,RENT,40000,0
28,0.07,7.29,RENT,35000,1
28,0.35,8.94,MORTGAGE,30000,0
34,0.24,9.32,MORTGAGE,30000,0
29,0.27,12.84,MORTGAGE,30000,0
32,0.06,9.62,RENT,42000,0
27,0.06,6.54,RENT,42000,0
31,0.05,14.35,RENT,43812,0
32,0.05,12.42,RENT,45000,0
29,0.05,10.99,RENT,45000,0
30,0.06,11.49,RENT,40800,1
34,0.05,13.22,RENT,47652,0
29,0.05,13.16,MORTGAGE,30000,0
34,0.06,13.8,RENT,42000,1
34,0.05,10.99,RENT,50000,0
34,0.05,13.49,RENT,50000,0
31,0.05,11.03,RENT,50000,0
30,0.05,9.62,RENT,52800,0
29,0.5,9.63,MORTGAGE,30000,0
27,0.04,7.49,RENT,60000,0
27,0.04,12.69,RENT,60500,0
28,0.25,11.78,MORTGAGE,30000,0
29,0.03,11.11,RENT,69996,0
28,0.03,10.65,RENT,70000,0
34,0.03,11.99,RENT,70000,0
34,0.03,13.16,RENT,72000,0
27,0.03,10.99,RENT,77700,0
30,0.03,8.9,RENT,82500,0
29,0.03,13.49,RENT,90050,0
31,0.03,5.42,RENT,78100,0
28,0.03,11.49,RENT,86400,0
31,0.37,13.62,MORTGAGE,30000,1
28,0.04,15.05,RENT,66000,1
30,0.4,10.59,MORTGAGE,30000,0
27,0.03,6.54,RENT,75800,0
35,0.23,14.84,RENT,10800,1
31,0.37,8.94,OWN,30016,0
29,0.25,11.71,RENT,54000,1
29,0.05,8.9,MORTGAGE,30108,1
27,0.36,10.78,RENT,37200,1
34,0.15,12.84,MORTGAGE,30144,0
29,0.23,6.99,OWN,30156,0
28,0.16,8.49,OWN,30422,0
29,0.21,7.49,RENT,64402,0
35,0.18,7.29,RENT,74984,0
27,0.18,16.32,RENT,75805,1
35,0.2,7.49,MORTGAGE,30720,0
27,0.11,15.99,RENT,55000,1
28,0.22,13.06,RENT,62040,0
31,0.31,12.42,RENT,43000,1
31,0.16,8.32,MORTGAGE,30792,0
30,0.41,10.99,RENT,32040,1
33,0.15,7.66,RENT,25200,1
33,0.17,7.68,MORTGAGE,30929,0
28,0.38,10.65,RENT,35000,1
31,0.46,17.58,RENT,29000,1
29,0.26,11.58,MORTGAGE,30992,1
30,0.29,7.9,RENT,45000,0
29,0.29,17.27,RENT,46000,1
29,0.29,7.66,MORTGAGE,30996,0
32,0.08,13.8,MORTGAGE,30996,0
31,0.15,12.42,RENT,88000,0
29,0.47,6.17,RENT,28000,1
34,0.33,12.42,RENT,40000,1
34,0.33,10.99,RENT,40000,1
27,0.18,10.65,OWN,31000,0
32,0.19,13.49,RENT,70000,0
29,0.32,7.9,MORTGAGE,31000,0
30,0.08,10.65,MORTGAGE,31000,1
28,0.36,9.91,MORTGAGE,31000,0
34,0.15,10.74,RENT,90000,0
31,0.41,13.24,RENT,31692,1
32,0.39,5.42,MORTGAGE,31000,0
33,0.26,16.7,RENT,51200,1
32,0.42,10.99,MORTGAGE,31000,1
34,0.14,7.66,RENT,92500,0
34,0.14,13.72,MORTGAGE,31000,0
31,0.15,8.9,RENT,25000,1
31,0.47,6.54,RENT,27600,1
28,0.45,14.26,RENT,29000,1
27,0.43,7.88,RENT,30000,1
28,0.39,7.9,RENT,33000,1
35,0.48,13.16,MORTGAGE,31000,0
30,0.36,13.61,RENT,36000,1
34,0.24,7.51,MORTGAGE,31075,0
29,0.43,14.35,RENT,30288,1
27,0.35,9.91,RENT,37000,1
31,0.35,6.92,RENT,37000,1
27,0.34,11.83,RENT,37800,1
27,0.48,14.27,MORTGAGE,31200,0
28,0.39,14.61,RENT,33600,1
27,0.33,13.48,RENT,40000,1
31,0.36,20.3,RENT,36000,1
27,0.29,8.94,RENT,45000,0
27,0.28,14.59,RENT,46000,0
30,0.28,9.63,RENT,47000,0
27,0.28,10.99,RENT,47000,0
33,0.3,9.91,RENT,44000,1
35,0.12,14.35,RENT,21600,0
29,0.11,13.11,RENT,21996,1
27,0.11,14.84,RENT,22708,1
27,0.1,10.65,RENT,24000,0
32,0.1,10.37,RENT,24000,0
27,0.12,11.48,MORTGAGE,31200,0
27,0.45,18.09,OWN,31200,1
27,0.22,16.35,OWN,31200,1
32,0.1,7.74,RENT,24000,0
27,0.39,12.53,MORTGAGE,31200,0
27,0.24,7.74,MORTGAGE,31200,0
31,0.1,7.4,RENT,25000,0
27,0.1,10.99,RENT,25800,0
28,0.1,13.99,RENT,26004,0
27,0.09,13.23,RENT,26400,0
31,0.08,13.22,MORTGAGE,31323,1
27,0.09,7.14,RENT,26592,1
27,0.25,11.12,OWN,31416,0
29,0.09,10.99,RENT,28080,0
34,0.19,10.99,MORTGAGE,31500,0
34,0.09,21.36,RENT,28800,1
27,0.08,11.14,RENT,30000,0
31,0.24,11.36,MORTGAGE,31600,0
29,0.08,15.68,RENT,32108,1
32,0.11,13.16,OWN,31776,0
32,0.07,10.0,RENT,36000,0
27,0.44,10.65,MORTGAGE,31850,0
31,0.08,13.57,RENT,30000,1
28,0.27,17.58,MORTGAGE,32000,1
33,0.08,15.33,RENT,32400,1
35,0.08,15.62,RENT,33000,1
32,0.06,7.14,RENT,39400,0
31,0.06,15.27,RENT,39420,0
27,0.06,6.99,RENT,40000,0
30,0.06,5.79,RENT,40000,0
31,0.06,13.23,RENT,40000,0
34,0.06,10.59,RENT,42000,0
28,0.06,8.49,RENT,42000,0
28,0.38,12.69,MORTGAGE,32000,1
29,0.1,7.51,MORTGAGE,32000,1
27,0.03,16.29,MORTGAGE,32000,1
27,0.06,11.99,RENT,44500,0
31,0.06,14.09,RENT,39000,1
30,0.06,16.29,RENT,39300,1
27,0.06,15.65,RENT,39996,1
28,0.05,6.91,RENT,46000,0
29,0.05,13.92,RENT,46500,0
27,0.05,7.88,RENT,47544,0
28,0.05,8.49,RENT,48000,0
32,0.05,13.49,RENT,50000,0
29,0.25,5.99,MORTGAGE,32000,0
31,0.05,17.04,RENT,50000,0
30,0.21,14.79,MORTGAGE,32000,0
32,0.05,8.88,RENT,52000,0
33,0.05,9.99,RENT,53000,0
34,0.05,7.88,RENT,54600,0
28,0.05,11.14,RENT,54924,0
30,0.04,10.99,RENT,57000,0
34,0.07,6.17,MORTGAGE,32000,0
31,0.04,6.62,RENT,61200,0
27,0.04,11.72,RENT,56000,1
31,0.19,11.86,MORTGAGE,32000,0
31,0.06,13.61,MORTGAGE,32000,0
29,0.04,12.99,RENT,68004,0
27,0.04,7.14,RENT,69000,0
30,0.04,10.36,RENT,70000,0
27,0.03,14.35,RENT,72000,0
29,0.03,14.35,RENT,73000,0
28,0.03,11.99,RENT,75000,0
29,0.03,12.61,RENT,76320,0
28,0.27,7.51,MORTGAGE,32000,0
34,0.03,7.14,RENT,87000,0
29,0.38,7.88,MORTGAGE,32000,0
31,0.03,13.72,RENT,95000,0
27,0.03,11.58,RENT,95800,0
27,0.03,14.59,RENT,84000,1
32,0.02,11.89,RENT,55000,0
32,0.02,10.99,RENT,55000,0
29,0.02,14.22,RENT,55000,0
27,0.31,8.94,MORTGAGE,32000,0
27,0.18,10.65,RENT,15600,1
27,0.44,11.89,MORTGAGE,32000,0
32,0.12,10.99,RENT,24000,0
27,0.12,10.95,RENT,24000,0
33,0.11,9.32,RENT,25000,0
27,0.47,10.99,OTHER,32000,1
32,0.13,10.78,OWN,32000,0
30,0.09,12.68,RENT,30000,0
27,0.24,13.61,RENT,12000,1
33,0.19,10.74,MORTGAGE,32004,0
28,0.02,6.54,RENT,55000,0
27,0.17,11.71,RENT,17000,1
30,0.17,8.0,OWN,32004,0
28,0.3,10.99,RENT,10000,1
28,0.23,10.99,RENT,13200,1
35,0.21,10.99,RENT,14400,1
32,0.21,13.98,RENT,14400,1
33,0.21,11.83,RENT,14400,1
31,0.09,7.49,MORTGAGE,32400,0
27,0.2,13.23,RENT,15000,1
33,0.19,7.51,RENT,15500,1
29,0.33,10.99,MORTGAGE,32400,0
30,0.2,10.99,MORTGAGE,32400,0
31,0.19,13.85,RENT,16000,1
29,0.12,12.98,MORTGAGE,32400,0
28,0.08,8.88,MORTGAGE,32400,1
35,0.18,5.42,RENT,16800,1
31,0.18,14.26,RENT,16800,1
31,0.23,13.48,MORTGAGE,32400,0
28,0.17,7.37,RENT,17573,1
30,0.09,10.62,OWN,32400,0
29,0.17,12.69,RENT,18000,1
28,0.18,7.51,MORTGAGE,32468,0
31,0.06,9.63,MORTGAGE,32496,0
31,0.28,6.62,MORTGAGE,32500,0
32,0.17,6.03,RENT,18072,1
28,0.15,7.14,MORTGAGE,32500,0
35,0.16,16.4,RENT,19200,1
28,0.15,7.14,RENT,19992,1
30,0.15,11.49,RENT,20000,1
28,0.15,10.99,RENT,20000,0
32,0.09,15.23,MORTGAGE,32678,0
31,0.14,15.28,RENT,21000,0
35,0.14,14.35,RENT,21600,0
31,0.09,10.99,MORTGAGE,32904,0
34,0.13,10.99,RENT,22668,0
34,0.13,11.49,RENT,23000,0
29,0.22,16.77,MORTGAGE,33000,0
33,0.13,13.43,RENT,23004,0
27,0.13,17.8,RENT,23004,0
32,0.1,13.49,RENT,30000,0
33,0.12,12.69,MORTGAGE,33000,0
33,0.18,6.03,MORTGAGE,33000,0
27,0.15,10.65,MORTGAGE,33000,0
31,0.1,10.95,RENT,30000,0
35,0.1,12.53,RENT,30000,0
28,0.1,9.63,RENT,30500,0
34,0.1,13.06,RENT,30857,1
28,0.1,10.0,RENT,31000,0
27,0.1,10.99,RENT,31200,0
29,0.1,10.99,RENT,31200,0
31,0.1,10.99,RENT,31400,1
34,0.09,11.49,RENT,31704,0
30,0.18,8.49,MORTGAGE,33000,0
34,0.09,14.59,RENT,32000,0
30,0.17,10.59,MORTGAGE,33000,0
30,0.09,11.49,RENT,32796,0
27,0.09,13.49,RENT,33600,0
29,0.09,15.99,RENT,33600,1
33,0.09,14.11,RENT,34320,1
31,0.09,11.49,RENT,34580,1
27,0.09,8.49,RENT,35000,0
27,0.09,10.99,RENT,35000,0
29,0.08,11.86,RENT,35500,0
29,0.1,10.99,RENT,30000,1
32,0.15,6.17,MORTGAGE,33000,0
31,0.08,9.91,RENT,36000,0
27,0.36,7.51,MORTGAGE,33000,0
29,0.08,10.99,RENT,36000,0
35,0.08,5.42,RENT,36000,0
31,0.1,10.08,RENT,30000,1
27,0.08,8.0,RENT,36000,0
28,0.08,11.12,RENT,37090,0
29,0.08,5.42,RENT,37440,0
29,0.1,11.34,RENT,31440,1
31,0.09,15.62,RENT,31800,1
33,0.08,15.23,RENT,38000,0
29,0.13,11.36,MORTGAGE,33000,0
27,0.08,7.49,RENT,38000,0
32,0.08,11.49,RENT,38052,0
30,0.08,12.99,RENT,38400,0
28,0.08,9.25,RENT,38400,0
27,0.08,11.48,RENT,38500,0
28,0.08,12.73,RENT,38688,0
28,0.08,7.9,RENT,39000,0
27,0.09,16.89,RENT,33600,1
30,0.09,11.66,MORTGAGE,33000,0
29,0.48,8.63,MORTGAGE,33000,0
28,0.09,10.65,RENT,34000,1
33,0.07,5.42,RENT,40000,0
28,0.09,10.37,RENT,34000,1
30,0.07,7.14,RENT,40000,0
28,0.09,15.7,RENT,34000,1
27,0.07,7.05,RENT,40000,0
31,0.41,10.59,MORTGAGE,33225,0
27,0.1,12.18,MORTGAGE,33267,0
27,0.07,10.99,RENT,43000,0
28,0.07,7.49,RENT,43200,0
29,0.08,19.29,RENT,37200,1
32,0.07,10.59,MORTGAGE,33280,0
30,0.07,12.42,RENT,43500,0
27,0.07,18.39,RENT,44000,0
30,0.05,7.4,MORTGAGE,33300,0
28,0.5,7.66,MORTGAGE,33400,0
34,0.07,11.11,RENT,45000,0
32,0.07,12.61,RENT,45000,0
30,0.07,10.62,RENT,45000,0
29,0.08,16.7,RENT,39000,1
32,0.08,15.23,RENT,39314,1
33,0.07,14.65,MORTGAGE,33600,0
27,0.24,10.99,MORTGAGE,33600,0
29,0.07,9.76,RENT,45996,0
34,0.18,10.99,MORTGAGE,33600,0
30,0.07,15.28,RENT,40750,1
27,0.06,10.74,RENT,47000,0
29,0.06,10.25,RENT,47000,0
33,0.07,10.0,RENT,41277,1
33,0.28,12.99,OWN,33600,0
28,0.09,5.42,MORTGAGE,33600,0
27,0.16,5.42,OWN,33600,0
29,0.06,5.42,RENT,48000,0
34,0.06,11.83,RENT,48000,0
32,0.06,13.49,RENT,48750,0
28,0.06,14.59,RENT,48876,0
30,0.06,10.36,RENT,48996,0
30,0.27,6.91,MORTGAGE,33600,0
27,0.06,14.96,RENT,49000,0
29,0.18,11.12,MORTGAGE,33600,0
29,0.06,7.29,RENT,50000,0
31,0.21,7.14,MORTGAGE,33600,0
27,0.19,7.14,MORTGAGE,33600,0
28,0.06,10.37,RENT,50000,0
31,0.19,7.14,MORTGAGE,33600,0
30,0.09,13.48,MORTGAGE,33600,0
35,0.06,7.88,RENT,50000,0
29,0.36,11.83,MORTGAGE,33600,0
31,0.45,12.53,MORTGAGE,33600,0
32,0.07,16.29,RENT,46000,1
34,0.27,7.74,MORTGAGE,33612,1
31,0.25,10.99,RENT,48605,0
28,0.25,12.87,RENT,48715,0
27,0.24,12.53,RENT,48996,0
27,0.29,9.25,MORTGAGE,33975,0
32,0.24,5.79,RENT,49268,0
29,0.27,15.96,RENT,44000,1
33,0.29,10.99,MORTGAGE,33996,0
31,0.27,17.27,RENT,44000,1
31,0.24,6.03,RENT,50000,0
33,0.24,13.49,RENT,50000,0
27,0.24,10.37,RENT,50000,0
28,0.24,13.11,RENT,50000,0
32,0.24,12.53,RENT,50000,0
29,0.24,8.94,RENT,50000,0
35,0.24,13.47,RENT,50004,0
29,0.27,15.99,RENT,44400,1
27,0.24,9.91,RENT,50600,0
30,0.24,13.48,RENT,50600,0
29,0.24,12.42,RENT,50700,0
32,0.12,7.49,MORTGAGE,34000,0
31,0.38,10.99,MORTGAGE,34000,0
27,0.49,10.59,OWN,34000,0
27,0.23,6.99,RENT,51600,0
29,0.23,7.9,RENT,52000,0
30,0.23,7.91,RENT,52000,0
31,0.4,7.66,MORTGAGE,34000,0
32,0.23,7.29,RENT,52000,0
28,0.23,10.99,RENT,52000,0
28,0.23,13.35,RENT,52000,0
28,0.21,13.35,OWN,34000,0
27,0.24,13.35,MORTGAGE,34000,0
35,0.23,10.36,RENT,52500,0
29,0.09,13.61,MORTGAGE,34000,0
30,0.23,6.03,RENT,53000,0
29,0.23,10.99,RENT,53000,0
28,0.23,14.72,RENT,53000,0
28,0.23,14.22,RENT,53000,0
33,0.23,12.84,RENT,53000,0
32,0.26,12.53,RENT,47004,1
31,0.29,13.85,MORTGAGE,34000,1
29,0.22,14.74,RENT,54000,0
31,0.22,10.99,RENT,54050,0
35,0.38,8.94,MORTGAGE,34000,0
28,0.22,14.27,RENT,55000,0
27,0.24,12.53,OWN,34000,0
33,0.22,12.99,RENT,55000,0
32,0.24,11.11,RENT,49000,1
28,0.22,10.36,RENT,55000,0
29,0.42,16.0,OWN,34000,0
31,0.22,13.23,RENT,55000,0
27,0.31,13.47,MORTGAGE,34000,0
27,0.22,10.99,RENT,55000,0
32,0.08,9.32,MORTGAGE,34000,0
29,0.24,15.37,RENT,49000,1
34,0.22,13.16,RENT,55000,0
29,0.22,7.88,RENT,55500,0
27,0.21,10.99,RENT,56000,0
28,0.47,12.69,MORTGAGE,34320,0
32,0.06,12.84,MORTGAGE,34320,0
30,0.21,5.42,RENT,57000,0
27,0.21,11.49,RENT,57000,0
27,0.22,10.99,MORTGAGE,34400,0
28,0.23,10.99,RENT,51200,1
35,0.21,12.99,RENT,58000,0
32,0.21,11.26,RENT,58000,0
30,0.2,10.99,RENT,58800,0
29,0.13,14.42,MORTGAGE,34500,1
27,0.14,9.76,MORTGAGE,34500,0
27,0.31,16.4,MORTGAGE,34560,0
35,0.06,11.48,RENT,52000,0
27,0.09,9.91,MORTGAGE,34800,0
30,0.06,7.66,RENT,53196,0
35,0.06,12.61,RENT,54084,0
35,0.05,12.21,RENT,54996,0
27,0.06,11.71,RENT,49000,1
33,0.06,16.49,RENT,49000,1
31,0.06,15.65,MORTGAGE,34800,0
27,0.05,7.68,RENT,55000,0
28,0.06,10.99,RENT,49000,1
32,0.34,10.25,MORTGAGE,34900,0
31,0.05,14.27,RENT,56000,0
33,0.05,11.71,RENT,56312,0
27,0.05,11.83,RENT,56400,0
35,0.23,12.69,MORTGAGE,35000,0
33,0.05,11.49,RENT,58800,0
28,0.06,10.99,RENT,53100,1
27,0.05,11.71,RENT,60000,0
29,0.14,10.65,MORTGAGE,35000,0
27,0.05,13.49,RENT,60000,0
28,0.05,11.49,RENT,60000,0
28,0.43,10.99,OWN,35000,0
28,0.3,11.71,OWN,35000,0
34,0.06,15.37,RENT,54000,1
29,0.05,13.61,RENT,60500,0
30,0.29,10.65,OWN,35000,0
28,0.29,7.51,OWN,35000,0
33,0.05,6.99,RENT,62000,0
27,0.05,9.7,RENT,62000,0
28,0.05,9.96,RENT,62000,0
29,0.05,7.9,RENT,56400,1
35,0.23,9.91,MORTGAGE,35000,0
31,0.05,10.99,RENT,63372,0
29,0.24,7.9,OWN,35000,0
28,0.14,14.27,OWN,35000,0
31,0.05,13.98,RENT,64800,0
31,0.05,5.42,RENT,65000,0
31,0.04,7.51,RENT,67000,0
32,0.04,7.14,RENT,67000,0
27,0.05,14.96,RENT,51850,1
30,0.04,5.42,RENT,68000,0
32,0.29,6.03,MORTGAGE,35000,0
30,0.06,5.42,MORTGAGE,35000,0
30,0.04,13.98,RENT,70000,0
27,0.04,7.68,RENT,70000,0
35,0.15,15.23,MORTGAGE,35000,0
27,0.26,11.49,MORTGAGE,35000,0
33,0.29,10.99,MORTGAGE,35000,0
31,0.29,9.99,MORTGAGE,35000,0
30,0.04,11.83,RENT,72000,0
28,0.34,5.99,MORTGAGE,35000,0
32,0.17,13.49,MORTGAGE,35000,0
28,0.04,7.68,RENT,75000,0
33,0.04,12.42,RENT,75500,0
32,0.04,11.11,RENT,70000,1
29,0.04,10.99,RENT,76000,0
28,0.04,12.42,RENT,78000,0
27,0.4,7.49,OWN,35000,0
30,0.04,11.97,RENT,78000,0
30,0.04,5.79,RENT,80000,0
33,0.04,11.83,RENT,74400,1
28,0.38,16.89,OWN,35000,0
35,0.16,11.49,MORTGAGE,35000,0
34,0.03,13.99,RENT,90000,0
33,0.03,10.99,RENT,93000,0
27,0.03,10.36,RENT,93600,0
28,0.04,17.44,RENT,70910,1
33,0.29,8.49,OWN,35000,0
28,0.11,10.99,MORTGAGE,35000,0
33,0.17,10.99,MORTGAGE,35000,0
35,0.03,11.58,RENT,104000,0
32,0.03,10.99,RENT,105000,0
32,0.03,10.99,RENT,105000,0
34,0.03,11.12,RENT,106000,0
33,0.03,11.36,RENT,108000,0
31,0.23,5.42,MORTGAGE,35000,0
35,0.11,9.63,MORTGAGE,35000,0
29,0.02,10.25,RENT,55000,0
30,0.02,14.65,RENT,55000,0
28,0.02,14.22,RENT,55000,0
28,0.02,10.75,RENT,55000,0
33,0.17,5.42,MORTGAGE,35000,0
28,0.04,9.99,RENT,80000,0
32,0.03,10.99,RENT,90000,0
27,0.2,10.38,RENT,15120,1
29,0.23,12.68,MORTGAGE,35000,0
32,0.08,6.99,RENT,36000,0
27,0.14,12.68,MORTGAGE,35000,0
29,0.09,5.42,RENT,36000,0
31,0.1,10.59,RENT,30892,1
30,0.1,13.35,RENT,31200,0
35,0.1,7.14,RENT,32000,0
29,0.05,15.62,RENT,56100,1
28,0.34,6.54,MORTGAGE,35000,0
34,0.14,13.35,MORTGAGE,35000,0
31,0.06,10.99,MORTGAGE,35000,0
32,0.27,10.99,RENT,12000,1
31,0.18,9.63,RENT,18240,1
32,0.11,13.61,MORTGAGE,35000,0
27,0.1,11.99,RENT,33600,0
35,0.1,16.49,RENT,33600,0
29,0.09,7.49,RENT,35000,0
28,0.09,15.21,RENT,35000,0
30,0.15,9.88,MORTGAGE,35000,0
34,0.09,11.26,RENT,35000,0
27,0.09,7.88,RENT,35496,0
30,0.09,7.88,RENT,36000,0
30,0.15,10.62,MORTGAGE,35000,0
27,0.08,12.42,RENT,38000,0
28,0.08,9.63,RENT,38000,0
33,0.34,13.11,MORTGAGE,35000,0
28,0.1,14.42,RENT,33000,1
35,0.09,9.99,RENT,34000,1
34,0.08,12.61,RENT,40800,0
35,0.08,15.62,RENT,42000,0
30,0.07,11.48,RENT,43000,0
30,0.07,8.0,RENT,43000,0
28,0.07,15.7,RENT,47515,0
27,0.43,12.53,MORTGAGE,35000,0
28,0.08,16.32,RENT,42000,1
27,0.06,11.49,RENT,50004,0
34,0.06,6.76,RENT,53500,0
27,0.06,12.69,RENT,54000,0
31,0.43,13.92,MORTGAGE,35000,0
27,0.06,9.88,RENT,54000,0
28,0.06,12.98,RENT,55000,0
29,0.06,10.99,RENT,56000,0
29,0.06,14.96,RENT,51500,1
32,0.34,9.63,MORTGAGE,35000,0
29,0.06,7.68,RENT,57504,0
33,0.05,10.74,RENT,63996,0
28,0.27,13.16,MORTGAGE,35000,0
28,0.19,10.99,MORTGAGE,29000,1
28,0.05,14.61,RENT,71000,1
29,0.1,8.0,MORTGAGE,35000,0
33,0.03,7.51,RENT,95000,0
30,0.03,7.49,RENT,110000,0
27,0.21,11.34,OWN,35000,0
35,0.03,11.48,RENT,110000,0
31,0.33,7.88,RENT,10000,1
27,0.2,8.0,OTHER,35000,0
27,0.27,10.36,RENT,12240,1
33,0.17,16.32,RENT,18996,1
27,0.16,10.99,RENT,20000,1
30,0.14,14.11,RENT,23000,0
30,0.27,11.99,MORTGAGE,35004,0
30,0.12,14.35,RENT,26400,1
31,0.12,13.48,RENT,26400,0
28,0.11,11.49,OWN,35004,0
28,0.46,13.23,MORTGAGE,35004,0
33,0.18,11.97,RENT,18000,1
35,0.17,13.85,RENT,19000,1
29,0.09,10.37,RENT,37500,0
30,0.07,11.71,RENT,44760,0
28,0.06,10.99,RENT,57600,0
35,0.04,11.71,RENT,75000,0
27,0.05,16.32,RENT,69000,1
34,0.11,10.99,RENT,30000,0
31,0.07,13.98,RENT,47756,0
27,0.34,8.94,MORTGAGE,35088,0
32,0.28,15.95,MORTGAGE,35100,0
32,0.11,10.99,RENT,32004,1
34,0.26,13.47,MORTGAGE,35100,0
34,0.14,10.74,MORTGAGE,35184,0
32,0.09,9.88,RENT,37500,0
34,0.08,13.49,RENT,44000,0
35,0.07,13.06,RENT,48000,0
28,0.04,8.49,RENT,76000,0
28,0.37,10.99,MORTGAGE,35328,0
31,0.25,6.03,MORTGAGE,35352,0
33,0.18,7.51,MORTGAGE,35360,0
31,0.1,13.43,RENT,35000,0
28,0.04,8.49,MORTGAGE,35376,0
28,0.06,15.96,MORTGAGE,35380,0
28,0.21,7.68,RENT,17004,1
35,0.18,9.32,RENT,19200,1
28,0.15,11.49,MORTGAGE,35496,0
32,0.17,6.39,RENT,20004,0
28,0.27,5.42,MORTGAGE,35500,0
29,0.11,7.88,MORTGAGE,35500,0
29,0.11,10.99,MORTGAGE,35568,0
35,0.15,14.22,RENT,22608,0
27,0.15,13.99,RENT,22800,1
35,0.15,12.99,RENT,24000,0
31,0.15,6.17,RENT,24000,0
32,0.15,11.86,RENT,24000,0
28,0.15,14.72,RENT,24000,1
30,0.14,11.11,RENT,25000,0
28,0.14,7.14,RENT,25000,0
30,0.38,9.91,MORTGAGE,36000,0
29,0.13,11.99,RENT,27048,0
32,0.12,11.71,RENT,30000,1
30,0.19,10.65,MORTGAGE,36000,0
30,0.07,10.65,MORTGAGE,36000,0
29,0.12,11.86,RENT,30000,0
29,0.11,5.99,RENT,30720,0
27,0.11,11.71,RENT,31400,0
31,0.11,11.49,RENT,31500,0
29,0.1,12.69,RENT,34000,0
30,0.04,14.65,MORTGAGE,30000,1
30,0.14,10.65,MORTGAGE,36000,0
30,0.42,6.62,MORTGAGE,36000,0
27,0.1,8.59,RENT,35000,0
30,0.17,10.99,MORTGAGE,36000,0
33,0.17,12.69,MORTGAGE,36000,0
31,0.1,12.53,RENT,36000,0
31,0.13,7.51,MORTGAGE,36000,0
29,0.09,11.97,RENT,40800,0
32,0.08,14.35,RENT,42000,0
35,0.08,7.74,RENT,42756,0
27,0.08,12.98,RENT,44000,0
29,0.08,11.36,RENT,46344,0
28,0.07,15.21,RENT,48000,0
33,0.07,11.86,RENT,48000,0
30,0.15,11.99,MORTGAGE,30000,1
29,0.08,12.67,RENT,42000,1
34,0.03,5.42,OWN,36000,0
27,0.13,8.49,MORTGAGE,36000,0
32,0.07,10.99,RENT,50000,0
32,0.07,7.49,MORTGAGE,36000,0
33,0.14,8.49,MORTGAGE,36000,0
27,0.11,11.49,MORTGAGE,36000,0
28,0.07,11.49,RENT,53000,0
35,0.11,9.99,OWN,36000,0
28,0.07,15.99,OWN,36000,0
29,0.07,10.99,OWN,36000,0
28,0.05,15.23,MORTGAGE,36000,0
28,0.06,11.66,RENT,54263,0
32,0.07,10.65,RENT,49000,1
29,0.06,10.37,RENT,56000,0
31,0.03,10.59,MORTGAGE,36000,0
28,0.06,10.99,RENT,60000,0
27,0.06,9.32,RENT,60000,0
31,0.04,10.59,MORTGAGE,36000,0
29,0.06,10.99,RENT,62400,0
34,0.06,10.0,RENT,63504,0
27,0.05,7.9,RENT,63945,0
27,0.05,13.49,RENT,65000,0
32,0.06,10.99,RENT,59000,1
31,0.17,6.99,MORTGAGE,36000,0
27,0.05,7.37,RENT,65000,0
32,0.05,11.99,RENT,66504,0
35,0.05,10.62,RENT,67500,0
31,0.05,13.22,RENT,68000,0
